    Аахен		Аа'хенъ (го'родъ)	
 	вдёжка		вдѣ'жка	 
 	вделать		вдѣ'лать, вдѣ'ланный	 
 	вдёрнуть		вдёрнуть	 
 	вдесятеро		вде'сятеро, вдесятеро'мъ	 
 	вдеть		вдѣ'ть, вдѣ'тое, вдѣва'ть	 
 	вдобавок		вдоба'вокъ	 
 	вдоветь		вдовѣ'ть	 
 	вдовец		вдове'цъ, о вдовцѣ', вдовѣ'ть	 
 	вдоволь		вдо'воль	 
 	вдогонку		вдого'нку, вдого'нъ	 
 	вдоль		вдоль	 
 	вдохнёт		вдохнётъ	 
 	вдохнёшь		вдохнёшь	 
 	вдохновение		вдохнове'ніе	 
 	вдохновенно		вдохнове'нно	 
 	вдохновенный		вдохнове'нный, вдохнове'ннаго	 
 	вдребезги		вдре'безги и въ дре'безги	 
 	вдруг		вдру'гъ	 
 	вдругорядь		вдругоря'дь, вдругоре'дь (въ друго'й разъ, втори'чно)	 
 	вдуваемый		вдува'емый	 
 	вдыхаемый		вдыха'емый	 
 	вегетарианец		вегетаріа'нецъ, вегетаріа'нцемъ	^
 	вегетация		вегета'ція (ро'стъ и разви'тіе расте'ній)	 
 	веда		ве'да, ве'ды (сбо'рники, содержа'щіе догма'ты веди'зма, религіо'зныя заклина'нія, ги'мны, ми'ѳы)	 
 	ведаешь		вѣ'даешь, вѣ'даемъ, вѣ'даетъ, вѣ'даютъ	 
 	ведать		вѣ'дать	 
 	ведающий		вѣ'дающій, вѣ'дающаго	 
 	ведём		ведёмъ	 
 	ведёмся		ведёмся	 
 	ведение		вѣ'дѣніе, свѣ'дѣніе (отъ вѣ'дѣти — знать)	 
 	ведение		веде'ніе, сведе'ніе (отъ вести')	 
 	вёдер		вёдеръ	 
 	ведёрко		ведёрко, ведёрочко	 
 	ведёрный		ведёрный, трёхведёрный, полуведёрный и т. п.	 
 	ведёт		ведётъ, ведёмъ, ведёшь, веду'тъ	 
 	ведёте		ведёте	 
 	ведётесь		ведётесь	 
 	ведёшься		ведёшься, ведёмся, ведётся, веду'тся	 
 	веди		В — вѣ'ди — тре'тья бу'ква ру'сской а'збуки	 
 	веди		веди' (отъ вести')	 
 	ведите		веди'те (отъ вести')	 
 	ведизм		веди'змъ (древнѣ'йшая рели'гія въ Сѣ'верной И'ндіи), въ веди'змѣ	 
 	ведийский		веді'йскій, веді'йскаго	 
 	ведический		веди'ческій (относя'щійся къ веди'зму)	 
 	ведомый		вѣ'домый (зна'ющій), но ведо'мый (тотъ, кото'раго веду'тъ)	 
 	ведомости		вѣ'домости, вѣдомосте'й и вѣ'домостей	 
 	ведомость		вѣ'домость	 
 	ведомство		вѣ'домство	 
 	вёдра		вёдра	 
 	ведренный		ве'дряный, ве'дреный	 
 	ведренеть		ведренѣ'ть, ведренѣ'етъ	 
 	ведро		ведро' (посу'да), вёдра, вёдеръ, въ ведрѣ'	 
 	вёдро		вёдро (хоро'шая пого'да), ве'дреный	 
 	веду		веду' (отъ вести'), веду'сь	 
 	ведут		веду'тъ (отъ вести'), веду'тся	 
 	ведун		вѣду'нъ (зна'харь, колду'нъ), вѣщу'нъ	 
 	ведунья		вѣду'нья (зна'харка, колду'нья), вѣщу'нья	 
 	ведущему		вѣ'дущему (отъ вѣ'дать, зна'ть), но веду'щему (отъ вести')	 
 	ведущие		вѣ'дущіе (м. р.), вѣ'дущія (ж. р. и ср. р.) — отъ вѣ'дать, зна'ть	 
 	ведущие		веду'щіе (м. р.), веду'щія (ж. р. и ср. р.) — отъ вести'	 
 	ведущий		вѣ'дущій (отъ вѣ'дать, зна'ть), но веду'щій (отъ вести')	 
 	ведь		вѣдь	 
 	ведьма		вѣ'дьма, къ вѣ'дьмѣ	 
 	ведьмак		вѣ'дьмакъ	 
 	ведьме		вѣ'дьмѣ	 
 	ведьмины		вѣ'дьмины	 
 	ведьмовской		вѣдьмовско'й, вѣдьмовско'го	 
 	веды		ве'ды (па'мятники дре'вне-инді'йской литерату'ры — сбо'рники, содержа'щіе догма'ты веди'зма, религіо'зные ги'мны, заклина'нія, ми'ѳы)	 
 	веер		вѣ'еръ	 
 	веет		вѣ'етъ, вѣ'ешь	 
 	вежа		вѣжа (ба'шня, дозо'рная вы'шка; шатёръ, киби'тка кочевы'хъ наро'довъ)	 
 	вежды		вѣ'жды (вѣ'ки) — уcтap.	 
 	вежлив		вѣ'жливъ, вѣ'жлива, вѣ'жливы	 
 	вежливее		вѣ'жливѣе	 
 	вежливо		вѣ'жливо, вѣ'жливый	 
 	вежливого		вѣ'жливаго	 
 	вежливое		вѣ'жливое	 
 	вежливость		вѣ'жливость	 
 	вежливые		вѣ'жливые (м. р.), вѣ'жливыя (ж. р. и ср. р.)	 
 	вежливый		вѣ'жливый, вѣ'жливаго	 
 	вёз		вёзъ	 
 	везде		вездѣ'	 
 	вездесущий		вездѣсу'щій	 
 	везём		везёмъ	 
 	везение		везе'ніе	 
 	везёт		везётъ	 
 	везти		везти', везть, везу', вёзъ	 
 	Везувий		Везу'вій	 
 	везучего		везу'чаго	 
 	везучие		везу'чіе (м. р.), везу'чія (ж. р. и ср. р.)	 
 	везучий		везу'чій, везу'чаго	 
 	вёзший		вёзшій	 
 	вейка		вѣ'йка, вѣекъ (вѣ'ялка)	 
 	Вейт		Ве'йтъ (о'стровъ)	 
 	век		вѣкъ, въ XX вѣ'кѣ, въ ко'и-то вѣ'ки, во вѣ'ки вѣко'въ, на вѣ'ки вѣ'чные	 
 	века		вѣка' (столѣ'тія), въ XX вѣка'хъ	 
 	века		вѣ'ка (въ складкѣ' вѣ'ка)	 
 	веки		вѣ'ки (скла'дки ко'жи, прикрыва'ющія глазны'я я'блоки), но во вѣ'ки вѣко'въ (навсегда')	 
 	веко		вѣ'ко (скла'дка ко'жи, прикрыва'ющая глазно'е я'блоко), на вѣ'кѣ	 
 	вековать		вѣкова'ть (вѣкъ вѣкова'ть — проводи'ть всю жи'знь, прожива'ть свой вѣкъ въ одно'мъ и томъ же положе'ніи, въ одни'хъ и тѣхъ же усло'віяхъ)	 
 	вековечный		вѣковѣ'чный (многовѣково'й)	 
 	векового		вѣково'го	 
 	вековое		вѣково'е	 
 	вековой		вѣково'й (да'вній, многолѣ'тній), вѣково'го	 
 	вековые		вѣковы'е (м. р.), вѣковы'я (ж. р. и ср. р.)	 
 	вексель		ве'ксель (долгово'й докуме'нтъ), ве'кселя, мн. векселя', векселе'й	 
 	вектор		ве'кторъ	 
 	векша		ве'кша (бѣ'лка)	 
 	вёл		вёлъ	 
 	вела		вела' (отъ вести')	 
 	велелепие		велелѣ'піе	 
 	веленевая		веле'невая (высокосо'ртная пло'тная и глянцови'тая бума'га), веле'нь, веле'невый переплётъ	 
 	веление		велѣ'ніе	 
 	велено		ве'лѣно	 
 	велень		веле'нь (высокосо'ртная пло'тная и глянцови'тая бума'га), веле'невый переплётъ	 
 	велеречивый		велерѣчи'вый (напы'щенный, высокопа'рный), велерѣ'чіе	 
 	Велес		Ве'лесъ или Во'лосъ (божество' дре'внихъ славя'нъ, покрови'тельствовавшее стада'мъ)	 
 	велеть		велѣ'ть, велѣ'ніе, ве'лѣно, вели'	 
 	вели		вели' (отъ вести' и отъ велѣ'ть)	 
 	Велиж		Ве'лижъ	 
 	велий		ве'лій (вели'кій) — уcтap., ве'ляя, ве'лее; мн. ве'ліи, ве'ліе (м. р.), ве'лія (ж. р. и ср. р.), ве'ліимъ, ве'ліими, ве'ліихъ	 
 	велик		вели'къ (отъ вели'кій)	 
 	великан		велика'нъ	 
 	великие		вели'кіе (м. р.), вели'кія (ж. р. и ср. р.)	 
 	Великие Луки		Вели'кія-Лу'ки	 
 	великий		вели'кій, вели'каго	 
 	Великий Устюг		Вели'кій-Устю'гъ	 
 	Великобритания		Великобрита'нія	 
 	великовозрастный		великово'зрастный	 
 	великого		вели'каго	 
 	великодержавный		великодержа'вный	 
 	великодушие		великоду'шіе	 
 	великодушный		великоду'шный, великоду'шнаго	 
 	великое		вели'кое, вели'каго	 
 	великокняжеский		великокня'жескій	 
 	великолепен		великолѣ'пенъ, великолѣ'пна, великолѣ'пная, великолѣ'пны	 
 	великолепие		великолѣ'піе	 
 	великолепно		великолѣ'пно	 
 	великолепного		великолѣ'пнаго	 
 	великолепное		великолѣ'пное	 
 	великолепные		великолѣ'пные (м. р.), великолѣ'пныя (ж. р. и ср. р.)	 
 	великолепный		великолѣ'пный, великолѣ'пнѣйшій, великолѣ'пнаго	 
 	великомученик		великому'ченикъ	 
 	великонек		вели'конекъ, велико'хонекъ, велико'шенекъ	 
 	великопоместный		великопомѣ'стный	 
 	великопостный		великопо'стный	 
 	Великороссия		Великоро'ссія	 
 	великорусский		великору'сскій, вели'ко-ру'сскій, великору'сскаго	 
 	великосветский		великосвѣ'тскій	 
 	величаво		велича'во	 
 	величавость		велича'вость	 
 	величавый		велича'вый	 
 	величайшее		велича'йшее	 
 	величайшему		велича'йшему	 
 	величайшие		велича'йшіе (м. р.), велича'йшія (ж. р. и ср. р.)	 
 	величайший		велича'йшій	 
 	величальный		вели'чальный (обря'дъ)	 
 	величание		велича'ніе	 
 	величать		велича'ть	 
 	величаться		велича'ться	 
 	величествен		вели'чественъ и вели'чествененъ, вели'чественна, вели'чественно, вели'чественны	 
 	величественен		вели'чествененъ и вели'чественъ, вели'чественна, вели'чественно, вели'чественны	 
 	величественно		вели'чественно	 
 	величественного		вели'чественнаго	 
 	величественное		вели'чественное	 
 	величественность		вели'чественность, вели'чественности, вели'чественностью	 
 	величественные		вели'чественные (м. р.), вели'чественныя (ж. р. и ср. р.)	 
 	величественный		вели'чественный, вели'чественнаго	 
 	величество		вели'чество (титулова'ніе мона'рха и его' супру'ги — Ва'ше, Его', Ея', Ихъ Вели'чество)	 
 	величие		вели'чіе	 
 	величина		величина', по величинѣ'	 
 	вело		вело' (отъ вести')	 
 	велосипед		велосипе'дъ, на велосипе'дѣ; самока'тъ; бицикле'тъ и бицикле'ттъ (двухколёсный); кри'пперъ (трёхколёсный); соціабль — поса'дка на трёхколёсномъ въ рядъ, танде'мъ — поса'дка гусько'мъ	 
 	велосипедист		велосипеди'стъ, велосипеди'стка, велосипеди'сточка	 
 	вёлся		вёлся	 
 	вельбот		вельбо'тъ (быстрохо'дная морска'я шлю'пка)	 
 	вельвет		вельве'тъ (тка'нь съ густы'мъ коро'ткимъ во'рсомъ, образу'ющимъ ру'бчики)	 
 	Вельзевул		Вельзеву'лъ	 
 	вельми		вельми' (о'чень, весьма') — уcтap.	 
 	вельможа		вельмо'жа, о вельмо'жѣ, вельмо'жей	 
 	Вельск		Ве'льскъ, въ Ве'льскѣ	 
 	Вельтман		Ве'льтманъ	 
 	Вена		Вѣ'на (го'родъ), въ Вѣ'нѣ	 
 	вена		ве'на (кровяна'я жи'ла), въ ве'нѣ, вено'зный	 
 	венгерский		венге'рскій	 
 	Венгрия		Ве'нгрія	 
 	вендетта		венде'тта (обы'чай кро'вной ме'сти на острова'хъ Ко'рсика и Сарди'нія въ Ита'ліи)	 
 	вендидад		вендида'дъ (дре'вне-перси'дскіе зако'ны о ритуа'льной чистотѣ')	 
 	венды		ве'нды, вене'ды (пле'мя дре'внихъ славя'нъ)	 
 	Венедикт		Венеди'ктъ	 
 	венеды		ве'неды, ве'нды (пле'мя дре'внихъ славя'нъ)	 
 	Венера		Вене'ра, о Вене'рѣ	 
 	венерический		венери'ческій	 
 	Венесуэла		Венецуэ'ла	 
 	венец		вѣне'цъ (терно'вый вѣне'цъ), въ вѣнцѣ', вѣнцо'въ	 
 	венец		вѣ'нецъ (жи'тель Вѣ'ны), вѣ'нцевъ	 
 	венецианский		венеціа'нскій	 
 	Венеция		Вене'ція	 
 	венечный		вѣне'чный, вѣне'чнаго	 
 	вензель		ве'нзель (переплетённыя ме'жду собо'й бу'квы)	 
 	вензелёк		вензелёкъ	 
 	Вениамин		Веніами'нъ	 
 	веник		вѣ'никъ	 
 	Веннер		Ве'ннеръ	 
 	вено		вѣ'но (вы'купъ)	 
 	венок		вѣно'къ, въ вѣнкѣ'	 
 	вента		вента (постоя'лый дво'ръ въ Испа'ніи)	 
 	вентиль		ве'нтиль	 
 	вентилятор		вентиля'торъ	 
 	Венцеслав		Венцесла'въ	 
 	венчальный		вѣнча'льный	 
 	венчание		вѣнча'ніе	 
 	венчанный		вѣ'нчанный	 
 	венчать		вѣнча'ть	 
 	венчик		вѣ'нчикъ	 
 	вепрь		ве'прь (ди'кая свинья', каба'нъ), ве'премъ, о ве'прѣ, ве'превый	 
 	вера		вѣ'ра, о вѣ'рѣ	 
 	Вера		Вѣ'ра (и'мя)	 
 	веранда		вера'нда	 
 	верба		ве'рба, на ве'рбѣ	 
 	вербальный		верба'льный, верба'льнаго	 
 	вербена		вербе'на	 
 	верблюд		верблю'дъ	 
 	вербовка		вербо'вка	 
 	вервие		ве'рвіе, вервь (осо'бая церко'вная верёвка для опоя'сыванія престо'ла)	 
 	вервь		ве'рвь, ве'рвіе	 
 	вердикт		верди'ктъ	 
 	верёвка		верёвка, на верёвкѣ	 
 	верёвочка		верёвочка, на верёвочкѣ	 
 	веред		ве'редъ (гно'йный нары'въ, чи'рей), вереди'ть	 
 	верезг		ве'резгъ (пронзи'тельный пискъ, визгъ)	 
 	верезжать		верезжа'ть (пронзи'тельно пища'ть, визжа'ть)	 
 	верейский		вере'йскій	 
 	верен		вѣ'ренъ	 
 	вереница		верени'ца, верени'цей	 
 	вереск		ве'рескъ, въ ве'рескѣ	 
 	вересковые		ве'ресковые (м. р.), ве'ресковыя (ж. р. и ср. р.)	 
 	веретёна		веретёна	 
 	веретеница		верете'ница (родъ я'щерицы)	 
 	веретённое		веретённое (ма'сло)	 
 	веретено		веретено', мн. веретёна, веретёнце	 
 	веретье		вере'тье, веретьё, вретьё, рядно' (гру'бая ткань изъ очёсковъ льна и'ли конопли'; одежда — вре'тище, вере'тище)	 
 	верешок		верешо'къ (черепо'къ, оско'локъ, обло'мокъ, ще'пка)	 
 	верещага		вереща'га	 
 	верещать		вереща'ть	 
 	верея		верея', вере'йка (у'зенькая ло'дочка)	 
 	верзила		верзи'ла	 
 	вериги		вери'ги (желѣ'зныя цѣ'пи, око'вы носи'мыя на тѣ'ле религіо'зными фана'тиками съ цѣ'лью самоистяза'нія)	 
 	верилось		вѣ'рилось	 
 	верим		вѣ'римъ	 
 	верит		вѣ'ритъ	 
 	верите		вѣ'рите	 
 	веритель		вѣри'тель	 
 	верительные		вѣри'тельные (м. р.), вѣри'тельныя (ж. р. и ср. р.)	 
 	верится		вѣ'рится	 
 	верить		вѣ'рить	 
 	вериться		вѣ'риться	 
 	верификация		верифика'ція	 
 	верифицировать		верифици'ровать	 
 	веришь		вѣ'ришь	 
 	вермель		ве'рмель	 
 	вермишель		вермише'ль	 
 	вермут		ве'рмутъ	 
 	верна		вѣрна'	 
 	верная		вѣ'рная, вѣ'рную, вѣ'рной	 
 	вернее		вѣрнѣ'е	 
 	вернейший		вѣрнѣ'йшій	 
 	вернёт		вернётъ, вернёмъ, вернёшь	 
 	вернёте		вернёте	 
 	вернётесь		вернётесь	 
 	вернётся		вернётся, вернёмся, вернёшься	 
 	вернисаж		верниса'жъ (торже'ственное откры'тіе худо'жественной вы'ставки), на верниса'жѣ	 
 	вернись		верни'сь	 
 	верните		верни'те	 
 	вернитесь		верни'тесь	 
 	верно		вѣ'рно	 
 	верного		вѣ'рнаго	 
 	верное		вѣ'рное	 
 	верноподданнейше		вѣрнопо'дданнѣйше	 
 	верноподданнейший		вѣрнопо'дданнѣйшій, вѣрнопо'дданнѣйшаго	 
 	верноподданнические		вѣрнопо'дданническіе (м. р.), вѣрнопо'дданническія (ж. р. и ср. р.)	 
 	верноподданнический		вѣрнопо'дданническій, вѣрнопо'дданническаго	 
 	верноподданничество		вѣрнопо'дданничество, въ вѣрнопо'дданничествѣ	 
 	верноподданность		вѣрнопо'дданность	 
 	верноподданные		вѣрнопо'дданные (м. р.), вѣрнопо'дданныя (ж. р. и ср. р.)	 
 	верноподданный		вѣрнопо'дданный, вѣрнопо'дданнаго	 
 	верноподданство		вѣрнопо'дданство, въ вѣрнопо'дданствѣ	 
 	верность		вѣ'рность	 
 	верну		верну'	 
 	вернул		верну'лъ, верну'ла, верну'ли	 
 	вернулась		верну'лась	 
 	вернулись		верну'лись	 
 	вернулся		верну'лся	 
 	вернусь		верну'сь	 
 	вернуть		верну'ть	 
 	вернуться		верну'ться	 
 	верньер		вернье'ръ	 
 	верны		вѣрны'	 
 	верные		вѣ'рные (м. р.), вѣ'рныя (ж. р. и ср. р.)	 
 	верный		вѣ'рный, вѣ'рнаго	 
 	верования		вѣ'рованія, вѣ'рованіе, вѣ'рованій	 
 	веровать		вѣ'ровать, вѣ'рую, вѣ'руетъ, вѣ'руемъ, вѣ'руешь, вѣ'руютъ	 
 	вероисповедальный		вѣроисповѣда'льный	 
 	вероисповедание		вѣроисповѣ'даніе	 
 	вероломец		вѣроло'мецъ	 
 	вероломный		вѣроло'мный, вѣроло'мнаго	 
 	вероломство		вѣроло'мство	 
 	Верона		Веро'на	 
 	веронал		верона'лъ (лѣка'рство)	 
 	вероника		верони'ка (расте'ніе)	 
 	Вероника		Верони'ка, Во'лосы Верони'ки (созвѣ'здіе)	 
 	вероятие		вѣроя'тіе (по всѣ'мъ вѣроя'тіямъ)	 
 	вероятно		вѣроя'тно, вѣроя'тное	 
 	вероятное		вѣроя'тное	 
 	вероятность		вѣроя'тность, тео'рія вѣроя'тности	 
 	Веррес		Верре'съ	 
 	Верро		Ве'рро	 
 	Версаль		Верса'ль	 
 	версификация		версифика'ція	 
 	версия		ве'рсія	 
 	верста		верста', вёрсты, на пя'той верстѣ'	 
 	верстак		верста'къ	 
 	верстальщик		верста'льщикъ	 
 	верстать		верста'ть	 
 	вёрстка		вёрстка	 
 	вёрсты		вёрсты, верста'	 
 	вертел		ве'ртелъ (большой шампу'ръ), на вертелѣ'	 
 	вертел		вертѣ'лъ (повора'чивалъ)	 
 	вертеп		верте'пъ (прито'нъ; ку'кольный теа'тръ въ ви'дѣ двухъя'руснаго я'щика съ маріоне'тками)	 
 	вертеть		вертѣ'ть	 
 	вертикаль		вертика'ль	 
 	вертикальное		вертика'льное	 
 	вертикальные		вертика'льные (м. р.), вертика'льныя (ж. р. и ср. р.)	 
 	вертикальный		вертика'льный, вертика'льнаго	 
 	Вертинский		Верти'нскій, Верти'нскаго	 
 	вёрткий		вёрткій	 
 	вертлуг		вертлу'гъ (оди'нъ изъ чле'никовъ ногъ насѣко'мыхъ)	 
 	вертлюг		вертлю'гъ (соедини'тельное шарни'рное звено')	 
 	вертлявый		вертля'вый, вертля'ваго	 
 	вертоград		вертогра'дъ (садъ, виногра'дникъ)	 
 	вертопрах		вертопра'хъ (вѣ'треный человѣ'къ)	 
 	Вертумн		Верту'мнъ	 
 	веруем		вѣ'руемъ	 
 	верует		вѣ'руетъ	 
 	веруете		вѣ'руете	 
 	веруешь		вѣ'руешь	 
 	верую		вѣ'рую, вѣ'руютъ	 
 	веруют		вѣ'руютъ	 
 	верующие		вѣ'рующіе (м. р.), вѣ'рующія (ж. р. и ср. р.)	 
 	верующий		вѣ'рующій, вѣ'рующихъ, вѣ'рующаго	 
 	верфь		ве'рфь, ве'рфей	 
 	верх		ве'рхъ, ве'рха; на ве'рхъ до'ма, по ве'рху горы', о ве'рхѣ, на верху' до'ма; нарѣч. до'верху, наве'рхъ, по'верху; верхи', верхо'въ и верха', верхо'въ (при обозначе'ніи ве'рхней ча'сти о'буви, ша'покъ, экипа'жей); хвата'ть верхи'; скользи'ть по верха'мъ	 
 	верхнего		ве'рхняго	 
 	Верхнеднепровск		Верхнеднѣпро'вскъ	 
 	верхнее		ве'рхнее	 
 	Верхнее		Ве'рхнее (о'зеро)	 
 	Верхнеуральск		Верхнеура'льскъ	 
 	верхние		ве'рхніе (м. р.), ве'рхнія (ж. р. и ср. р.)	 
 	верхний		ве'рхній, ве'рхняго	 
 	верхним		ве'рхнимъ	 
 	верхних		ве'рхнихъ	 
 	верховая		верхова'я ѣзда'	 
 	верховный		верхо'вный, верхо'внаго	 
 	верховод		верхово'дъ (заводи'ла), верхово'децъ	 
 	верховой		верхово'й, верхово'го	 
 	верховье		верхо'вье, мн. р. п. верхо'вьевъ и верхо'вій, въ верхо'вьяхъ	 
 	верховые		верховы'е (сущ. вса'дники)	 
 	верховые		верховы'е (м. р.), верховы'я (ж. р. и ср. р.)	 
 	верхом		верхо'мъ (на ло'шади), ве'рхомъ (пове'рхъ), съ ве'рхомъ (вы'ше краёвъ)	 
 	Верхотурье		Верхоту'рье	 
 	Верхоянск		Верхоя'нскъ	 
 	верхушка		верху'шка, верху'шечка, на верху'шкѣ	 
 	верченный		ве'рченный (пpич.), ве'рченъ	 
 	верченый		ве'рченый (пpил.)	 
 	верша		ве'рша (рыболо'вная сна'сть въ ви'дѣ корзи'ны кони'ческой фо'рмы)	 
 	вершать		верша'ть	 
 	вершина		верши'на, на верши'нѣ	 
 	вершитель		верши'тель, верши'тельница	 
 	вершить		верши'ть	 
 	вершник		ве'ршникъ (распоряди'тель на сва'дьбѣ)	 
 	вершок		вершо'къ, вершо'чекъ	 
 	верь		вѣрь	 
 	верьте		вѣ'рьте	 
 	верю		вѣ'рю	 
 	веря		вѣ'ря	 
 	верят		вѣ'рятъ	 
 	верящие		вѣ'рящіе (м. р.), вѣ'рящія (ж. р. и ср. р.)	 
 	верящий		вѣ'рящій, вѣ'рящаго	 
 	вес		вѣсъ, въ тяжёломъ вѣ'сѣ	 
 	весел		ве'селъ (отъ весе'лье)	 
 	вёсел		вёселъ (отъ весло')	 
 	веселее		веселѣ'е	 
 	веселей		веселѣ'й	 
 	веселиться		весели'ться	 
 	весело		ве'село	 
 	весёлого		весёлаго	 
 	весёлое		весёлое	 
 	веселье		весе'лье, весе'ліе, весели'ться	 
 	вёсельный		вёсельный	 
 	весёлые		весёлые (м. р.), весёлыя (ж. р. и ср. р.)	 
 	весёлый		весёлый, весёлаго	 
 	вёсен		вёсенъ	 
 	весеннего		весе'нняго	 
 	весеннее		весе'ннее	 
 	весенние		весе'нніе (м. р.), весе'ннія (ж. р. и ср. р.)	 
 	весенний		весе'нній, ве'шній	 
 	весить		вѣ'сить	 
 	веские		вѣ'скіе (м. р.), вѣ'скія (ж. р. и ср. р.)	 
 	веский		вѣ'скій, вѣ'скаго	 
 	веско		вѣ'ско	 
 	веского		вѣ'скаго	 
 	веское		вѣ'ское	 
 	вёсла		вёсла	 
 	веслецо		весле'цо	 
 	весло		весло', вёселъ	 
 	весна		весна', по веснѣ', (семна'дцать мгнове'ній весны')	 
 	вёснами		вёснами	 
 	весничка		весни'чка	 
 	весной		весно'й, весно'ю	 
 	весною		весно'ю, весно'й	 
 	весну		весну'	 
 	веснушечка		весну'шечка	 
 	веснушка		весну'шка	 
 	веснушчатый		весну'щатый	 
 	вёсны		вёсны, но до весны', (семна'дцать мгнове'ній весны')	 
 	веснянка		весня'нка	 
 	весовая		вѣсова'я	 
 	весовой		вѣсово'й, вѣсово'го	 
 	весовые		вѣсовы'е (м. р.), вѣсовы'я (ж. р. и ср. р.)	 
 	весомее		вѣсо'мѣе	 
 	весомое		вѣсо'мое	 
 	весомость		вѣсо'мость	 
 	весомые		вѣсо'мые (м. р.), вѣсо'мыя (ж. р. и ср. р.)	 
 	весомый		вѣсо'мый, вѣсо'маго	 
 	Веспасиан		Веспасіа'нъ	 
 	Веспер		Ве'сперъ	 
 	Веста		Ве'ста	 
 	весталка		веста'лка (жри'ца, да'вшая обѣ'тъ цѣлому'дрія; храни'тельница огня' въ хра'мѣ)	 
 	вестей		вѣ'стей	 
 	вести		вѣ'сти (мн. ч. отъ вѣ'сть), но вести' (отъ ведётъ)	 
 	вести		вести', веду', вёлъ, но вѣ'сти (мн. ч. отъ вѣ'сть)	 
 	вестибулярный		вестибуля'рный, вестибуля'рнаго	 
 	вестибюль		вестибю'ль, въ вестибю'лѣ	 
 	вестимо		вѣсти'мо (коне'чно, разумѣ'ется) — уcтap.	 
 	Вест-Индия		Вестъ-И'ндія	 
 	вестись		вести'сь, вести'ся	 
 	Вестманландия		Вестманла'ндія	 
 	Вестминстер		Вестми'нстеръ	 
 	вестник		вѣ'стникъ, въ вѣ'стникѣ, о вѣ'стникѣ	 
 	вестовой		вѣстово'й (солда'тъ, выполня'ющій служе'бныя поруче'нія офице'ровъ), вѣстовы'е, вѣстово'го	 
 	Вестфалия		Вестфа'лія	 
 	весть		вѣ'сть, вѣ'сточка, вѣ'стей	 
 	весть		ве'сть (уcтаp. отъ вести')	 
 	Вест-Энд		Вестэ'ндъ	 
 	весы		вѣсы', на вѣса'хъ	 
 	весь		ве'сь (дере'вня, село'), города' и ве'си, ве'сямъ, ве'сей	 
 	весь		ве'сь (въ по'лномъ объёмѣ, цѣлико'мъ), во ве'сь опо'ръ	 
 	Весьегонск		Весьего'нскъ	 
 	весьма		весьма' (о'чень, премно'го)	 
 	ветвей		вѣтве'й	 
 	ветвистый		вѣтви'стый	 
 	ветвь		вѣтвь, вѣ'тка, на вѣ'ткѣ	 
 	ветер		вѣ'теръ, вѣтеро'къ	 
 	ветеран		ветера'нъ, о ветера'нѣ	 
 	ветеринар		ветерина'ръ	 
 	ветерок		вѣтеро'къ, на вѣтеркѣ', съ вѣтерко'мъ	 
 	ветка		вѣ'тка, на вѣ'ткѣ	 
 	ветла		ветла', вётелъ, вётлы, ветло'вая ро'ща	 
 	Ветлуга		Ветлу'га	 
 	вётлы		вётлы	 
 	вето		ве'то (запре'тъ)	 
 	ветошь		ве'тошь	 
 	ветр		вѣ'тръ, вѣ'тры, вѣтра'хъ	 
 	ветрах		на семи' вѣтра'хъ	 
 	ветренеть		вѣ'тренѣть	 
 	ветреник		вѣ'треникъ	 
 	ветреница		вѣ'треница	 
 	ветреничать		вѣ'треничать	 
 	ветрено		вѣ'трено	 
 	ветреность		вѣ'треность	 
 	ветреный		вѣ'треный (день, человѣ'къ), но безвѣ'тренный (день), маловѣ'треный (человѣ'къ)	 
 	ветрило		вѣтри'ло	 
 	Ветрина		Вѣ'трина	 
 	ветрище		вѣтри'ще, вѣтрю'га, вѣтря'га	 
 	ветров		вѣтро'въ	 
 	ветру		по вѣ'тру, до' вѣтру	 
 	ветры		вѣ'тры	 
 	ветряная		вѣтряна'я (ме'льница)	 
 	Веттер		Ве'ттеръ	 
 	ветхого		ве'тхаго	 
 	ветхое		ве'тхое	 
 	ветхие		ве'тхіе (м. р.), ве'тхія (ж. р. и ср. р.)	 
 	ветхий		ве'тхій, ве'тхаго	 
 	ветхозаветный		ветхозавѣ'тный	 
 	ветчина		ветчина', вядчина'	 
 	ветшать		ветша'ть	 
 	веха		вѣ'ха	 
 	вече		вѣ'че (наро'дное собра'ніе въ Дре'вней Руси')	 
 	вечевой		вѣчево'й	 
 	вечер		ве'черъ (вре'мя су'токъ), вече'рній, вечера', вечеро'въ	 
 	вечер		ве'черъ (пра'зднованіе), на зва'номъ ве'черѣ, вечера', вечеро'въ	 
 	вечереет		вечерѣ'етъ	 
 	вечерело		вечерѣ'ло	 
 	вечереть		вечерѣ'ть	 
 	вечеринка		вечери'нка, на вечери'нкѣ	 
 	вечерком		вечерко'мъ	 
 	вечернего		вече'рняго	 
 	вечернее		вече'рнее (пла'тье)	 
 	вечерние		вече'рніе (м. р.), вече'рнія (ж. р. и ср. р.)	 
 	вечерний		вече'рній, вече'рняго	 
 	вечерня		вече'рня (церко'вная слу'жба, соверша'емая по'слѣ полу'дня)	 
 	вечеря		ве'черя (вече'рній пріёмъ пи'щи; у'жинъ), на ве'черѣ	 
 	вечерять		вечеря'ть (у'жинать)	 
 	вечная		вѣ'чная	 
 	вечно		вѣ'чно, вѣ'чный, вѣ'ченъ	 
